-14026.19 -14655.83 -14797.25 -7829.63 -6964.16 -7848.77 -7562.94 -15809.33 -15935.37 -6570.51
-13945.00 -14029.07 -15703.24 -7781.52 -6919.25 -7806.33 -7537.95 -15630.66 -16654.59 -6506.03
-13902.81 -13983.11 -15227.31 -7737.61 -6886.77 -7762.22 -7479.42 -15596.60 -17327.71 -6442.36
-14136.51 -13993.10 -14614.95 -7890.08 -7031.40 -7901.99 -7620.19 -17031.02 -15701.55 -6663.92
-7842.62 -7826.60 -7847.94 -14549.46 -14523.14 -15753.61 -13642.73 -7366.80 -6544.20 -15803.01
-7841.34 -7832.61 -7863.91 -14828.29 -14906.36 -15366.60 -13590.00 -7388.10 -6563.44 -15703.22
-7818.58 -7788.58 -7813.72 -14239.64 -14146.43 -15077.92 -14161.89 -7326.86 -6464.99 -15687.27
-14684.67 -14136.93 -14815.80 -7882.47 -7044.28 -7900.09 -7615.82 -16213.35 -15971.54 -6667.11
-7871.91 -7850.38 -7872.40 -15318.10 -14447.75 -15037.24 -13323.16 -7414.74 -6576.03 -15233.69
-7826.70 -7780.60 -7804.79 -14151.84 -14056.10 -14981.47 -13492.58 -7300.91 -6448.56 -16360.91
