-15454.87 -15351.18 -15951.84 -9755.60 -9460.11 -9635.71 -9428.04 -18780.08 -17022.91 -8039.67
-15298.11 -15424.97 -17372.03 -9613.08 -9304.05 -9520.80 -9304.24 -17044.75 -18329.36 -7885.92
-15807.98 -16170.91 -16652.29 -9757.72 -9469.33 -9665.74 -9412.50 -17893.80 -18074.55 -8080.88
-9601.89 -9594.25 -9474.81 -15983.84 -17197.27 -16656.78 -15759.24 -8624.06 -7610.05 -18145.30
-16251.46 -15541.77 -16211.20 -9736.01 -9449.24 -9640.22 -9417.68 -17739.46 -17417.46 -8097.62
-9570.99 -9564.93 -9434.63 -16413.31 -18013.72 -16969.29 -14748.45 -8581.69 -7610.18 -17797.00
-9584.21 -9564.73 -9437.02 -15970.70 -17355.90 -16634.14 -14928.90 -8550.38 -7599.11 -19228.80
-9612.66 -9633.24 -9500.06 -16911.81 -17782.05 -16862.59 -14623.35 -8682.07 -7688.19 -17526.00
-9599.20 -9592.30 -9452.50 -16375.12 -17555.80 -17406.78 -14948.64 -8598.30 -7648.25 -18159.91
-15018.23 -15157.00 -16527.63 -9583.45 -9307.32 -9494.31 -9239.85 -16748.91 -18972.30 -7823.43
